puzzleId,type,puzzleMoveCount,woodpeckerMoveCount,puzzleMoves,woodpeckerMoves
advanced-1105,mismatch,2,27,Bd3 Qh5,Bd3 Qh5 Ne5 Bxe5 Qxe5 Ng5 Nf6+ gxf6 Qxb7 Bd6 Qc7 Qxg5 Qxb7+ Bg6 fxg6 Nxe6+ Qa5 Ng5 Nf6+ gxf6 Qxb7 e5 Qxa8 exf4 Nf6+ gxf6 Qxb7
advanced-1106,mismatch,3,8,Ng4 Re2 h3,Ng4 Re2 h3 Qc2 h4 Ne3 Bxe3 Rxe3
advanced-1107,mismatch,2,21,Nxf2 Rxf3,Nxf2 Rxf3 Qxf3 Nh4 Qb3 Qa3 Kxf2 Qh2+ Ke3 Qg2 Rxf3+ Kxf3 Qxh3+ Ke2 Qxh6 Nf5 Qxh3 Nf5+ Qe2 Nf5 Re8+
advanced-1108,mismatch,1,27,Ra1,Ra1 Rc1 Qb2 Nd1 Na4 Be4 Qe3 c3+ Nxc2 Nxb2 Nxe3 Kxe3 Bxh1 Nexc3 Qxc1+ Kxc1+ Qb2 Rhc1 Na4 Rhb1 Qxc2+ Nxc2 Bxc2 Ra2 Qb3 Nxa2 Rxc2+
advanced-1109,mismatch,3,17,Nxf6 Bxd5 Rxd5,Nxf6 Bxd5 Rxd5 Qxa1 Nxf6 Bxf6 Be4 Ng5 fxg5 Be5+ f6 Be4 Bxf6 d4 Qxa2 Bb1 Rxa2+
advanced-1110,mismatch,6,26,e3+ Bxe2 Kxe2 Qf3+ Kd3 Bxe2+,e3+ Bxe2 Kxe2 Qf3+ Kd3 Bxe2+ Qf5+ Kxe3 Qf3+ Kd2 Qxe2+ Kc3 Kxe2 Qf2+ Kd3 Qd2+ Ke4 e2 Ne7+ Kh8 Qe5+ Kh7 Qf5+ Kg7 Qe5+ Kf7
advanced-1111,mismatch,1,12,Rxg6+,Rxg6+ Bh3 Qf7 hxg6 Qxg6+ Kh8 Bh3 Bg5 Rf8 Qh7 Qe7 Bg5
advanced-1112,mismatch,4,10,Bxe6 fxe6 Bb4 O-O,Bxe6 fxe6 Bb4 Bxf7+ Kxf7 e6+ Nxe6 Qxe5 Qc6 Nd5
advanced-1113,match,6,6,Nxc4 e4 Nxc4 Rb1 Qd2 Bxc4,Nxc4 e4 Nxc4 Rb1 Qd2 Bxc4
advanced-1114,mismatch,1,16,Bxb2,Bxb2 Rxa5 Bxc3 Qxh6 Bxe1 Bxa5 Re5+ Rxe6 Bd2 fxe6 Qg6+ Qxd2 fxe6 Ra3 Qxf6 Bxa5
advanced-1115,mismatch,1,6,Rxe5,Rxe5 bxa5 Rad8 Qd8 Nxe5 Qxd5+
advanced-1116,mismatch,1,4,Nb5,Nb5 bxc5 cxb5 Bxa8+
advanced-1117,mismatch,1,6,Nc7,Nc7 exf4 Rxg3+ hxg3 Qxg3+ Ng2+
advanced-1118,mismatch,1,4,g6,g6 fxg6 Rxb2+ Ka1
advanced-1119,mismatch,1,9,g6,g6 Qh6 Qg4 Nxg2 Nxe3 Qxg4 hxg4 Nxg2 Nxg2
advanced-1120,match,4,4,Bxe5 Nxe5 Rxe5 Nxf3,Bxe5 Nxe5 Rxe5 Nxf3
advanced-1121,mismatch,4,16,d6 Qg7 Qxd6 Bd5+,d6 Qg7 Qxd6 Bd5+ Qg5+ Kh8 Rd2 Qe6 Kh8 Be6 Qg5+ Rxf8+ Qxf8 Qxe5+ Qg7 Qb8+
advanced-1122,mismatch,9,13,Qxe6+ Bxe6 Bxc6 Nb3 Rd8 Bxd2 Rxd6 Bxa4 Rxd4,Qxe6+ Bxe6 Bxc6 Nb3 Rd8 Bxd2 Rxd6 Bxa4 Rxd4 d5 Ne5 Nxa1 dxe6+
advanced-1123,mismatch,2,34,Bxf4+ Qa1+,Bxf4+ Qa1+ Kc2 Bb3+ Kd2 Qxb2+ Kd2 Qxb2+ Ke1 Bxf4 Bxd7 Rxd7 Qxf4+ Nxf4 Qxf4+ Kxc6 Ne5 Qa1+ Kd2 Qxb2+ Ke1 Ne5 dxe5 Rxd1+ Qxd1 Qxc3+ Kf1 Qxc6 dxe5 Qa1+ Kc2 Bb3+ Kxb3 Qa4#
advanced-1124,mismatch,1,9,Qg6,Qg6 Rg4 Qxe6+ Be4 Nf4 Rfe8 Rg4 Qc7 Be4
advanced-1125,match,8,8,Bb5 Qa6 Qd2 R2e3 Re1 Rxb3 axb3 Bd3+,Bb5 Qa6 Qd2 R2e3 Re1 Rxb3 axb3 Bd3+
advanced-1126,match,4,4,Nxe6 Rxe7 fxe6 Rxd7,Nxe6 Rxe7 fxe6 Rxd7
advanced-1127,mismatch,1,18,Bc2,Bc2 Bc2 Bg6 gxf4 Qxf4 Qe2 Qxd2 Qxd2 Bxd2 Nh3+ Bxh3 gxh3 Nxc2 Qxc2 Ne2+ Nh3+ Qxg4 Nh3+
advanced-1128,mismatch,1,12,Rbe1,Rbe1 Rbe1 Qh8+ Ke7 Rfe1+ Be6 Qh4 Rfe1 Be6 Rxe1 Be6 Re3
easy-0001,match,3,3,Rxh2+ Kxh2 Rh8#,Rxh2+ Kxh2 Rh8#
easy-0002,match,5,5,Rf8+ Bxf8 d6+ Be6 Bxe6#,Rf8+ Bxf8 d6+ Be6 Bxe6#
easy-0003,match,3,3,Bxf4 exf4 e5,Bxf4 exf4 e5
easy-0004,match,1,1,Rd2+,Rd2+
easy-0005,match,3,3,Bxf7+ Kxf7 Nxe5+,Bxf7+ Kxf7 Nxe5+
easy-0006,mismatch,3,3,Rxc6 bxc6 Ba5,Rxc6 bxc6 Ba5+
easy-0007,mismatch,1,3,f3,f3 Qxf3 Rxc4
easy-0008,mismatch,1,5,Qxc4,Qxc4 Qxc4 Ne3+ Ke2 Nxc4
easy-0009,mismatch,1,6,Rxd7,Rxd7 Kxd7 Rxb4+ Bxb4 Kxd7 Kb5+
easy-0010,mismatch,1,3,Qxf6+,Qxf6+ gxf6 Bf8#
easy-0011,mismatch,1,9,Be4,Be4 Rg1 Qxg2+ Qxe4 Rxe4 Qf8# Bf6+ Bxf6 Qxf6+
easy-0012,match,5,5,Qh6+ Kg8 Rf8+ Qxf8 Qxh7#,Qh6+ Kg8 Rf8+ Qxf8 Qxh7#
easy-0013,mismatch,1,3,Nc3,Nc3 Bxc3 Bxc1
easy-0014,mismatch,1,4,Rxd3,Rxd3 Bg2 Qxd3 Qe1+
easy-0015,match,1,1,Qxf1+,Qxf1+
easy-0016,mismatch,1,4,Nxg5,Nxg5 fxg5 Qe7+ Qh5+
easy-0017,mismatch,1,3,Nxa7+,Nxa7+ Nxa7 Bxa6+
easy-0018,mismatch,1,3,Bxf7+,Bxf7+ Kxf7 Nxe5+
easy-0019,match,4,4,Rxe3 Qxb4 Qxe3 Qc2#,Rxe3 Qxb4 Qxe3 Qc2#
easy-0020,mismatch,1,4,Nxg5,Nxg5 fxg5 h6 Qh5+
easy-0021,match,5,5,Nxg5 fxg5 Qh5+ Ke7 Qxg5+,Nxg5 fxg5 Qh5+ Ke7 Qxg5+
easy-0022,mismatch,1,10,Nxe5,Nxe5 d5 fxe5 Qh5+ g6 Ke7 Qxe5# Qxe5+ Qe7 Qxh8+
easy-0023,mismatch,3,3,Rxd5 Rxd5 Qxd5,Rxd5 Rxd5 Qxd5+
easy-0024,match,1,1,Na4,Na4
easy-0025,match,5,5,Rxe5 Qxe5 Qf3+ Kg1 Qxd1+,Rxe5 Qxe5 Qf3+ Kg1 Qxd1+
easy-0026,match,3,3,Rf6 Nxf6 Rxf6,Rf6 Nxf6 Rxf6
easy-0027,mismatch,1,6,Qxh5,Qxh5 f6 Qxh5 Nf6+ Kh8 Nxh5+
easy-0028,match,1,1,Rxg2+,Rxg2+
easy-0029,match,5,5,Qg7+ Rxg7 hxg7+ Kg8 Rh8#,Qg7+ Rxg7 hxg7+ Kg8 Rh8#
easy-0030,mismatch,1,3,Nf6+,Nf6+ gxf6 Rxe8+
easy-0031,mismatch,1,5,Rxh4+,Rxh4+ gxh4 g3+ Kg1 gxf2+
easy-0032,mismatch,1,3,Rxf2,Rxf2 Qxf2 Qxe6+
easy-0033,mismatch,4,10,Qxg5 Rxg8+ Rxg8 Qxg8+,Qxg5 Rxg8+ Rxg8 Qxg8+ hxg5 Rxg8+ Kxg8 Nf6+ Kf7 Nxd7+
easy-0034,mismatch,1,5,Qxd5,Qxd5 Qxd5 Re8+ Rf8 Rxf8#
easy-0035,mismatch,1,3,Bxe4,Bxe4 Bxe4 Rxc4
easy-0036,mismatch,5,5,Rxe6+ Kxe6 Bd5+ Kd6 Bxg8,Rxe6+ Kxe6 Bd5+ Kd6 Bxg8+
easy-0037,match,5,5,Bxg7+ Kxg7 Qg5+ Kh8 Qf6#,Bxg7+ Kxg7 Qg5+ Kh8 Qf6#
easy-0038,mismatch,3,7,Rxd3 Qh1+ Qxh1,Rxd3 Qh1+ Qxh1 cxd3 Qe5+ Kd2 Qxa1
easy-0039,mismatch,2,4,Bxh7+ Kh8,Bxh7+ Kh8 Kxh7 g6+
easy-0040,mismatch,3,7,Bh7+ Qxd7 Rxc2,Bh7+ Qxd7 Rxc2 Kxh7 Rxc8 Rxc8 Qxc8+
easy-0041,mismatch,1,9,Nxf7+,Nxf7+ Rxf7 g6 Rxf5+ Rxf5 Rg7 f6 Rg6 Bf4
easy-0042,mismatch,1,3,Nd6+,Nd6+ cxd6 Bg6+
easy-0043,mismatch,1,4,Rxb6,Rxb6 axb4 Rxb6 Nxd5+
easy-0044,mismatch,1,5,Bxa6,Bxa6 bxa6 Rc6+ Ke7 Rxb6+
easy-0045,mismatch,2,4,Nxh7 f5,Nxh7 f5 Kxh7 Nf6+
easy-0046,mismatch,2,8,Ndb5 Ncb5,Ndb5 Ncb5 axb5 Nxb5 Bg3+ hxg3 Qxg3+ Bf2+
easy-0047,match,3,3,Rxe4 Qxe4 Qa1+,Rxe4 Qxe4 Qa1+
easy-0048,match,5,5,Nxf7 Rxf7 Qh7+ Kf8 Qh8#,Nxf7 Rxf7 Qh7+ Kf8 Qh8#
easy-0049,mismatch,1,3,Rxd5,Rxd5 cxd5 Bxd5+
easy-0050,match,5,5,Rxh7+ Kxh7 Qh3+ Kg7 Qh6#,Rxh7+ Kxh7 Qh3+ Kg7 Qh6#
easy-0051,mismatch,1,4,Bxg2,Bxg2 Qg3 Qxg2 Rg4
easy-0052,match,3,3,Qg2+ Rxg2 fxg2#,Qg2+ Rxg2 fxg2#
easy-0053,match,5,5,f3+ Kg1 Qxf1+ Kxf1 Rd1#,f3+ Kg1 Qxf1+ Kxf1 Rd1#
easy-0054,match,5,5,Bxh2+ Kxh2 Qh4+ Rh3 Qxe1,Bxh2+ Kxh2 Qh4+ Rh3 Qxe1
easy-0055,match,3,3,Rxf5 gxf5 Qxg7,Rxf5 gxf5 Qxg7
easy-0056,mismatch,1,3,Bxh7+,Bxh7+ Kxh7 Qxf8+
easy-0057,mismatch,4,24,Qxe1+ Rxf3 Rf1 Qxf1+,Qxe1+ Rxf3 Rf1 Qxf1+ Qxe2 Qc8+ Rf8 Qxf8# Bxf1 Nf2+ Kg2 Nxh3 Kxf3 Ng5+ Kf4 Nf7 Kf5 Nxe1 Nf2+ Kg2 Nxh3 Nf3 Kxh3 Re8
easy-0058,mismatch,3,5,Nxe4 Bxe4 c5,Nxe4 Bxe4 c5 Bxc5 Qxe4+
easy-0059,mismatch,1,14,Nxf5+,Nxf5+ Bxf5 Rh4 Rxg3 Nh5 Qh8 exf5 Kf8 Nxd6 Rh4 Qxf7+ Qxf7 Nxf7+ Nxd5+
easy-0060,mismatch,2,4,Nxd5 cxd5,Nxd5 cxd5 Bd6 Bxd6
easy-0061,mismatch,1,7,Bxf2,Bxf2 Qxf2 Qxf2+ Kxf2 Rd2+ Ke3 Rxc2
easy-0062,match,6,6,Rxf3 gxf3 Rxf3 Qd1+ Rf1 Qxf1#,Rxf3 gxf3 Rxf3 Qd1+ Rf1 Qxf1#
easy-0063,match,3,3,Qxe6+ fxe6 Bg6#,Qxe6+ fxe6 Bg6#
easy-0064,mismatch,3,6,Bg6 fxg6 Qa5,Bg6 fxg6 Qa5 Bxf7+ Kd8 Qxg6#
easy-0065,match,3,3,Bb5 axb5 Qxe2#,Bb5 axb5 Qxe2#
easy-0066,mismatch,4,13,Rd8+ Qxb7 Rxb7 Bxe5,Rd8+ Qxb7 Rxb7 Bxe5 Qxb7 Rxb7 Rd8+ Bf8 Ba3 Nd7 Bf8 Rxd8 Qxb7+
easy-0067,mismatch,1,5,Nxf7,Nxf7 Kxf7 Qxe6+ Kg7 Qf7#
easy-0068,match,1,1,Bxf6,Bxf6
easy-0069,mismatch,1,5,Rxe4,Rxe4 Rxe4 Kf5+ Kf2 Kxe4
easy-0070,match,3,3,Bxh7+ Nxh7 Bxe7,Bxh7+ Nxh7 Bxe7
easy-0071,match,3,3,Nf6+ gxf6 Bxf6,Nf6+ gxf6 Bxf6
easy-0072,mismatch,3,3,Nh6+ gxh6 Bxf6,Nh6+ gxh6 Bxf6+
easy-0073,match,3,3,Ng6+ hxg6 Rh4#,Ng6+ hxg6 Rh4#
easy-0074,mismatch,1,5,Qxh2+,Qxh2+ Kxh2 Ng4+ Kg3 Nxh6
easy-0075,match,3,3,Bxg2 Kxg2 Rg6+,Bxg2 Kxg2 Rg6+
easy-0076,mismatch,3,5,Qxc3 Qxc3 Ne4+,Qxc3 Qxc3 Ne4+ Kf1 Nxc3
easy-0077,match,6,6,Qxf6+ Kxf6 Nxe4+ Ke5 Nxc5 bxc5,Qxf6+ Kxf6 Nxe4+ Ke5 Nxc5 bxc5
easy-0078,match,3,3,Nxe4 Qxe4 Bd5,Nxe4 Qxe4 Bd5
easy-0079,mismatch,3,7,Rxd3 Rexd3 Rxd3,Rxd3 Rexd3 Rxd3 Bxc4 Rxd3 Bxc4 Ke2
easy-0080,match,5,5,Rxg2 Rxg2 Qh3+ Kg1 Qxg2#,Rxg2 Rxg2 Qh3+ Kg1 Qxg2#
easy-0081,mismatch,5,7,Qxg2+ Rf2 Qxf2+ Kxf2 Rh2+,Qxg2+ Rf2 Qxf2+ Kxf2 Rh2+ Kf3 Rxc2
easy-0082,match,3,3,Rxb2 Rxb2 Qxd1+,Rxb2 Rxb2 Qxd1+
easy-0083,match,3,3,Rxd2 Rxd2 Nxb3,Rxd2 Rxd2 Nxb3
easy-0084,mismatch,2,6,Nxd4 Bxd4,Nxd4 Bxd4 Rxd4 Bxd4 Rxd4 Qe1#
easy-0085,match,4,4,Nxe5 Ne6 fxe5 Bg5+,Nxe5 Ne6 fxe5 Bg5+
easy-0086,mismatch,1,3,Nf3+,Nf3+ Qxf3 Qxd2
easy-0087,mismatch,2,6,Bxe6 Nxe6,Bxe6 Nxe6 Qf5+ Qe4+ Kh8 Qxe6
easy-0088,match,3,3,Rxa5 Rxa5 b3,Rxa5 Rxa5 b3
easy-0089,mismatch,1,5,Qxe5,Qxe5 dxe5 Ne2+ Kh2 Nxg3
easy-0090,mismatch,4,5,Bxf6 Bxf6 e7+ Kg7,Bxf6 Bxf6 e7+ Kg7 exd8=Q+
easy-0091,match,7,7,Bxb2 Qxb2 Rd1+ Bf1 Rxf1+ Kg2 Rd1,Bxb2 Qxb2 Rd1+ Bf1 Rxf1+ Kg2 Rd1
easy-0092,match,4,4,Nxc3 Qxa3 Rxc3 Qxa2#,Nxc3 Qxa3 Rxc3 Qxa2#
easy-0093,mismatch,2,4,Rxe3 Qxe3,Rxe3 Qxe3 Rxg7+ Bf4
easy-0094,mismatch,1,4,Be4,Be4 Bxe4 Rxd2 exd2
easy-0095,match,1,1,Qxc7,Qxc7
easy-0096,mismatch,1,5,Nxd5,Nxd5 cxd5 Qxe5 Qxe5 Bxe5+
easy-0097,match,6,6,Qxh3+ Kxh3 Nxf2+ Kg2 Nxd1 Rxd1,Qxh3+ Kxh3 Nxf2+ Kg2 Nxd1 Rxd1
easy-0098,mismatch,5,5,Qxd7+ Kxd7 Nc5+ Ke7 Nxe4,Qxd7+ Kxd7 Nc5+ Ke7 Nxe4+
easy-0099,match,5,5,Rxe3 fxe3 Qg2+ Ke1 Nf3#,Rxe3 fxe3 Qg2+ Ke1 Nf3#
easy-0100,mismatch,2,6,Rd8+ Ke7,Rd8+ Ke7 Kxd8 Nxf7+ Ke7 Nxe5+
easy-0101,mismatch,2,6,Qxd5 Nxd5,Qxd5 Nxd5 Bf4 Re8+ Kh7 Rh8#
easy-0102,mismatch,3,12,Rxh2+ Kg1 Rbg2+,Rxh2+ Kg1 Rbg2+ Rhg2+ Qxg2 Kf1 Rxg5 Rxg2+ Kxg2 Ne3+ Kf3 Nxd1
easy-0103,mismatch,4,9,Bxh7+ Qh5 Nf5 g4,Bxh7+ Qh5 Nf5 g4 Rh6 Kxh7 Qh5+ Rh6 Qxc5
easy-0104,match,7,7,Bxg7+ Kg8 Bh8 Kxf7 Qxf6+ Kg8 Qg7#,Bxg7+ Kg8 Bh8 Kxf7 Qxf6+ Kg8 Qg7#
easy-0105,mismatch,4,9,Rxe2 Rxe2 d3 Rxe5,Rxe2 Rxe2 d3 Rxe5 Rc3 dxe2+ Ke1 Bb4 dxc2+
easy-0106,match,5,5,Rxc3 Rxc3 Qa1+ Kg2 Qxc3,Rxc3 Rxc3 Qa1+ Kg2 Qxc3
easy-0107,mismatch,3,6,Nxf7 Kxf7 Qe7,Nxf7 Kxf7 Qe7 Qxe6+ Kf8 Qf7#
easy-0108,mismatch,1,4,Re1+,Re1+ Kh2 Rxe1 Qxd4
easy-0109,match,3,3,Nxf4 exf4 Rxe2,Nxf4 exf4 Rxe2
easy-0110,mismatch,4,15,Bxc4 Rxe6 fxe6 Bxc4,Bxc4 Rxe6 fxe6 Bxc4 Rxe6 Kh7 Qxe1+ Bxc4 Rd6 Bxe6 Re8+ Rxe8 Rxe8+ Kh7 Rh8#
easy-0111,mismatch,2,5,Bxg4 Qxg4,Bxg4 Qxg4 Qg3 g4 Rg6
easy-0112,mismatch,4,5,d4 Rxd4 Qe1 d3,d4 Rxd4 Qe1 d3 Qb6
easy-0113,mismatch,5,7,Nxd5 Ba6 Rd8 Rxc2 Nf6+,Nxd5 Ba6 Rd8 Rxc2 Nf6+ Kf8 Rxc2+
easy-0114,mismatch,1,7,Nfxe6,Nfxe6 Ngxe6+ axb5 Bxb5 Ngxe6+ Nxe6 Bxd5+
easy-0115,mismatch,1,5,Qg8+,Qg8+ Kxg8 Be6+ Kh8 Rg8#
easy-0116,mismatch,3,7,Qh8+ Nxf7 Qxe3,Qh8+ Nxf7 Qxe3 Kxh8 Nxf7+ Kg7 Nxg5+
easy-0117,mismatch,2,7,Rxg7+ Qe8,Rxg7+ Qe8 e4 Nf6+ Rxf6 Rxg7 Nf6#
easy-0118,mismatch,1,3,Rg1+,Rg1+ Rxg1 Nf2#
easy-0119,mismatch,1,5,Rxd4,Rxd4 Rxd4 Rxe5+ Kxg4 f3#
easy-0120,mismatch,3,8,Rxe4 Qxe4 Qg6,Rxe4 Qxe4 Qg6+ Qf7+ Kh8 Qf8+ Rxf8 Rxf8#
easy-0121,mismatch,1,4,d3,d3 b2 Bxg7 dxe2
easy-0122,mismatch,1,3,Rf1+,Rf1+ Kxf1 Qe1#
easy-0123,mismatch,2,5,Ba6 Bxa6,Ba6 Bxa6 c6 Bxb7+ Qa8#
easy-0124,mismatch,1,5,Nxa6,Nxa6 Bxa6 Rb6+ Kd7 Rxa6+
easy-0125,mismatch,3,3,Rxf8+ Rxf8 axb4,Rxf8+ Rxf8 axb4+
easy-0126,mismatch,1,5,Qxf4,Qxf4 gxf4 Ne3+ Kg3 Nxd1
easy-0127,mismatch,1,3,Qh6+,Qh6+ Kxh6 Rh1#
easy-0128,match,11,11,Qxg1+ Kxg1 Rxg2+ Kh1 Rh2+ Kg1 Rcg2+ Kf1 Bb5+ Ke1 Rh1#,Qxg1+ Kxg1 Rxg2+ Kh1 Rh2+ Kg1 Rcg2+ Kf1 Bb5+ Ke1 Rh1#
easy-0129,mismatch,3,3,f5 Bxf5 Re7,f5 Bxf5 Re7+
easy-0130,mismatch,2,11,Bxg6+ Re2,Bxg6+ Re2 Rxg6 Re7+ Kg8 Qxg6+ Qf7+ Kh8 Qh7# Kf8 Qg7#
easy-0131,mismatch,1,5,Rxh1,Rxh1 Qxh1 Nxd4 cxd4 Qxd2
easy-0132,mismatch,2,9,Qxh6+ Qd2+,Qxh6+ Qd2+ Qd2+ Qf4 Qd8+ Qf6+ Kh7 Qxd8 Kxh6
easy-0133,mismatch,1,3,Bxa2,Bxa2 Nxa2 Nb3+
easy-0134,mismatch,1,7,Rd8+,Rd8+ Rc1 Bd4+ Qxd8 Qxc3+ Qf6 Qxf6#
easy-0135,match,6,6,Nxd5 Ne6 Rxf7 Bxd4+ Kh1 Nxb4,Nxd5 Ne6 Rxf7 Bxd4+ Kh1 Nxb4
easy-0136,match,1,1,Bxh2+,Bxh2+
easy-0137,match,5,5,Qxe4 Nxe4 Ne2+ Kh1 Nxg3+,Qxe4 Nxe4 Ne2+ Kh1 Nxg3+
easy-0138,mismatch,2,8,Bxg7 exd3,Bxg7 exd3 Kxg7 Nxe4 f6 Bd4+ dxc2 Rh8#
easy-0139,mismatch,1,4,Nxe3,Nxe3 Qxe3 Bxe6 Qxg2#
easy-0140,mismatch,1,9,Nd4,Nd4 Nxd4 Nf6+ Qxf6 Qxd4 Rxd4 Nf6+ Qxf6 Qxd4
easy-0141,mismatch,2,4,Bxc5 Bxc5,Bxc5 Bxc5 Qb8+ b4+
easy-0142,mismatch,1,9,Bd6,Bd6 bxc6 Bxg4 Bxe2 Nxe7+ h3 Bxe2 Nd4 Bxf1
easy-0143,mismatch,1,5,Rxf6,Rxf6 Rh3 Qxf6 Kxf6 Bxg5+
easy-0144,mismatch,3,11,Qd4+ Qe3+ Rf2,Qd4+ Qe3+ Rf2 Kh1 Qf2 Re7 Qa4 Ra7 Kh1 Rf2 Re1#
easy-0145,mismatch,1,6,Nd3,Nd3 Rf1 f2 Qxb6 Rxd3 Qa1+
easy-0146,mismatch,1,3,Qxh2+,Qxh2+ Kxh2 Rh5#
easy-0147,mismatch,1,6,Rg5,Rg5 Qxg5 Nxg5 Rxg7+ Kxg7 Nxg5+
easy-0148,mismatch,1,11,Bb6+,Bb6+ Rxf4 Be6+ Kh8 Nd5 Nb2 Qxf5 Kf1 Rxf4+ gxf4 Qxf4+
easy-0149,mismatch,1,6,Re7+,Re7+ dxc7 Rc6 Kf8 Kf6 dxc7+
easy-0150,match,3,3,Rxe2 Qxe2 Qxc1+,Rxe2 Qxe2 Qxc1+
easy-0151,mismatch,1,3,Ng3+,Ng3+ hxg3 Ra8
easy-0152,mismatch,1,5,Nf3+,Nf3+ gxf3 Rg6+ Kh1 Nf2#
easy-0153,mismatch,1,3,Qxc4,Qxc4 bxc4 Rxf7#
easy-0154,mismatch,1,21,Qxd5,Qxd5 Bh6+ Ke7 Rxd5 Qb4+ Kd7 Rd2 Rxd2 Bxd2 Rg6 Rxe2+ Qb4+ Kg7 Qh4 Re8 Qxd5 Bh6+ Bb4+ Qc5+ Ke7 Rxd5+
easy-0155,mismatch,2,11,Nd5 Nb5,Nd5 Nb5 Qe7 Bxf6 Qxf6 Nxd6+ Bxb2 exd5 Bxf6 Ng6 Bxd8+
easy-0156,mismatch,1,3,Bh7+,Bh7+ Kxh7 Qxf8+
easy-0157,mismatch,1,3,Rg8+,Rg8+ Kxg8 Qxf6
easy-0158,mismatch,1,4,Nd5,Nd5 Nc5 cxd5 cxd5+
easy-0159,mismatch,1,4,Qxg6,Qxg6 hxg6 Rh4 Rh8#
easy-0160,mismatch,1,4,Bh7+,Bh7+ Nxh7 Kh8 Qxf8#
easy-0161,mismatch,1,9,Rxe6,Rxe6 Rxe6 Ra1+ Qxf4 Re8+ Nf8 Qh5 Kh2 Qxf4+
easy-0162,mismatch,1,12,Bxe3,Bxe3 Bxe3 Bg2 Bxf2 Qxf2 Rg1+ Rxg1 Qxh4 Bg5 Qe4+ Bg2 Qxd4
easy-0163,mismatch,1,3,Rxh2+,Rxh2+ Kxh2 Qh4#
easy-0164,mismatch,2,4,Rxd2 Rxd2,Rxd2 Rxd2 Qh4 Qxc1+
easy-0165,mismatch,1,3,Bb5,Bb5 Bxb5 Rd8#
easy-0166,mismatch,6,6,Bxg6 Bxf4 fxg6 Nxe6+ Ke7 Nxc7,Bxg6 Bxf4 fxg6 Nxe6+ Ke7 Nxc7+
easy-0167,mismatch,1,8,Rf8+,Rf8+ Qxh7+ Kxh7 Rxd7 Rxf8 Rxf8+ Kxf8 Qxh7+
easy-0168,mismatch,2,8,Rxc7 Nd4,Rxc7 Nd4 Nb5 Qe7 Nb5 c6 Kxc7 Qa7+
easy-0169,match,1,1,Qxc5,Qxc5
easy-0170,mismatch,2,4,Rxe8+ Rxe8,Rxe8+ Rxe8 Kf7+ Qxf6
easy-0171,match,1,1,Ne3+,Ne3+
easy-0172,mismatch,3,3,Rxd5 Qxd5 Qxc7,Rxd5 Qxd5 Qxc7+
easy-0173,match,5,5,Bxc6 Bxc6 Qc7+ Qe7 Qxc6,Bxc6 Bxc6 Qc7+ Qe7 Qxc6
easy-0174,mismatch,1,3,Bxf2,Bxf2 Kxf2 Rh2+
easy-0175,match,1,1,Rd4,Rd4
easy-0176,mismatch,1,3,Nc5,Nc5 dxc5 Rxd3
easy-0177,mismatch,1,4,Rxb2,Rxb2 Rxb2 Nb5 Bxc3+
easy-0178,mismatch,1,7,Rxd4,Rxd4 exd4 Qf5+ Qf7 Qc8+ Qe8 Qxe8#
easy-0179,mismatch,1,3,Bf6,Bf6 gxf6 exf6
easy-0180,match,1,1,Rxd4,Rxd4
easy-0181,mismatch,1,3,Qxf6+,Qxf6+ Qxf6 Rxh7#
easy-0182,mismatch,1,5,Rxb3,Rxb3 Nxb3 Qe6+ Kb8 Qxb3+
easy-0183,mismatch,1,4,Qxg5,Qxg5 Bxg5 Rge1 Nf2#
easy-0184,match,1,1,Bh3+,Bh3+
easy-0185,match,3,3,Nxe5 Nxe5 Bxd5+,Nxe5 Nxe5 Bxd5+
easy-0186,mismatch,4,7,Ra8 Kc7 Nxa6 Rxa6+,Ra8 Kc7 Nxa6 Rxa6+ a7 Rxb7 Rc8+
easy-0187,mismatch,2,5,Ne5 Rf8,Ne5 Rf8 fxe5 Qf7# Nxd7
