puzzleId,type,puzzleMoveCount,woodpeckerMoveCount,puzzleMoves,woodpeckerMoves
easy-0188,mismatch,1,7,e4,e4 d6 Bxe4 dxe4 Bb5+ Kf8 Rxd6+
easy-0189,mismatch,1,9,Nf6,Nf6 Ne3 Be5 Qxf6 Bxf6 Rxh5+ Qxh5+ Kg8 Qxe8+
easy-0190,match,1,1,e7,e7
easy-0191,mismatch,1,5,Rxf7+,Rxf7+ Nxf7 Ne6+ Rxe6 Qxd4+
easy-0192,mismatch,1,4,Qh6,Qh6 f6 Nxb2 Ng5+
easy-0193,match,1,1,Nxe3,Nxe3
easy-0194,mismatch,1,5,Bxg6,Bxg6 Qxg6 Qxe5+ Kg8 Qxc5
easy-0195,match,8,8,Rc7+ Qxf5+ Kb8 Bxa5 Ka8 Kb8 Kxd8 Qe7#,Rc7+ Qxf5+ Kb8 Bxa5 Ka8 Kb8 Kxd8 Qe7#
easy-0196,match,1,1,Rxf4+,Rxf4+
easy-0197,mismatch,1,11,Bh5,Bh5 Rxf6 gxf6 Bh5 Qb7 Bxf7+ Qxf7 Qb6 g6 Nxh5 Qxf7+
easy-0198,mismatch,1,12,Bxf3,Bxf3 g2 Rgxg2+ Bxg2 Rxf5 Rc1 Rxf3 Rgxg2+ Kh1 Rh2+ Kg1 Ne2+
easy-0199,match,1,1,Re7,Re7
easy-0200,mismatch,1,6,Re1+,Re1+ Rxe1 Kf2 Qxd5 Rxd5 Rxa1
easy-0201,match,3,3,Qxh7+ Qxh7 Nxf6+,Qxh7+ Qxh7 Nxf6+
easy-0202,mismatch,1,4,Rxe5,Rxe5 Qxh4 Qxe5 Qxg2#
easy-0203,mismatch,1,4,Qd8+,Qd8+ Rxd8 Qf8 Bh7+
easy-0204,mismatch,1,10,Rxd7,Rxd7 Bg4 Bxg4 hxg4 Qxd7 Bg4 Qd8 Bxc8 Qxc8 Qxb5+
easy-0205,mismatch,1,19,Qb8+,Qb8+ Bxe5 Ng5+ Kg1 Kg3 Nxe4+ fxe4 Qg5+ Nxf3+ Rxb8 Rxb8+ Kg7 Rf8 Bxe5+ Rxf8+ Qxf8 Bxe5+ Qg7 Rxf8#
easy-0206,mismatch,1,13,Qxh1+,Qxh1+ Qh2+ Rxh2 gxh2+ Kh1 Rg1+ Qxg1 hxg1=Q+ Kxg1 Kxh1 g2+ Kg1 Bd4
easy-0207,match,5,5,Ne3 b4 Bxe3 Rxf7 Nxg4+,Ne3 b4 Bxe3 Rxf7 Nxg4+
easy-0208,mismatch,1,11,Ne6,Ne6 fxe6 g5 Nxf8 fxg6 gxf4 Nfg6+ fxg6 Nxg6+ Qc8 Rxg7
easy-0209,mismatch,1,6,h5+,h5+ Nf6+ Rxf6 Rxf6 Kxh5 Rxf5
easy-0210,match,1,1,Nf6+,Nf6+
easy-0211,mismatch,1,5,Qf6+,Qf6+ Qxf6 Re8+ Qf8 Rxf8#
easy-0212,match,3,3,Nxf3 gxf3 Bxf3+,Nxf3 gxf3 Bxf3+
easy-0213,mismatch,5,5,Nxc6 Rxc6 Rb8 Kh7 Rxd8,Nxc6 Rxc6 Rb8 Kh7 Rxd8+
easy-0214,mismatch,1,3,b6,b6 Rxf7 bxa7+
easy-0215,mismatch,1,6,Rxc3,Rxc3 d3 Rxc3 Rxc3 Qxc3 Qxd1
easy-0216,mismatch,1,5,Re1+,Re1+ Rxe1 Rxe1+ Rxe1 Qxd3
easy-0217,mismatch,1,9,Bxh3,Bxh3 gxh3 Qxh3+ Kg1 Qg3+ Kh1 Qf3+ Kg1 Qxf6
easy-0218,match,1,1,Qf5,Qf5
easy-0219,match,1,1,Ndb5,Ndb5
easy-0220,mismatch,2,5,Nxc7 Kxc7,Nxc7 Kxc7 Rd8 Nd5 e6+
easy-0221,match,3,3,Bg7+ Qxg7 Qxe8+,Bg7+ Qxg7 Qxe8+
easy-0222,match,1,1,Qh6+,Qh6+
intermediate-0223,match,4,4,Bxd4+ Kh1 cxd4 Qxh2#,Bxd4+ Kh1 cxd4 Qxh2#
intermediate-0224,match,4,4,Rxe6+ Kxe6 fxe6 Bh6+,Rxe6+ Kxe6 fxe6 Bh6+
intermediate-0225,mismatch,1,5,e3,e3 f3 fxe3 Rg6 Rg6
intermediate-0226,mismatch,2,13,Rde8+ Rhe8+,Rde8+ Rhe8+ Bxe8 Rxe8+ Kf2 Qe3+ Bc5+ Kg3 Qh6 Kf1 Bxf3 gxf3 Bc5
intermediate-0227,mismatch,4,4,h3 Qxg2 Qh5 g4,h3 Qxg2 Qh5 g4+
intermediate-0228,match,4,4,Nc6+ Qxc6 Bxc6 Bxc5+,Nc6+ Qxc6 Bxc6 Bxc5+
intermediate-0229,mismatch,1,7,Qxg6,Qxg6 fxg6 f7+ Kd8 f8=Q+ Rxf8 Rxf8#
intermediate-0230,mismatch,1,3,d6,d6 Bxd6 Be6+
intermediate-0231,mismatch,1,4,Ne6+,Ne6+ Ke8 fxe6 Ba5+
intermediate-0232,mismatch,2,7,Nge6 fxe6,Nge6 fxe6 g6 g5 Nxf8 gxf4 Nd7
intermediate-0233,match,4,4,Nc7+ Kf8 Ke7 Qd6#,Nc7+ Kf8 Ke7 Qd6#
intermediate-0234,match,4,4,Nd6 c5 Rxd6 Qe8,Nd6 c5 Rxd6 Qe8
intermediate-0235,mismatch,1,6,b6,b6 Kb7 d5+ Kb6 Qxd5 Be4
intermediate-0236,mismatch,1,5,Nxd4,Nxd4 Bxf4 c3 Qxd4 Bc5
intermediate-0237,mismatch,1,5,Bxh6,Bxh6 gxh6 Nf6+ Kh8 Nxe8
intermediate-0238,mismatch,1,5,Rd7,Rd7 Qxd7 Nh6+ gxh6 Qxd7
intermediate-0239,match,8,8,Rg6+ Bg3 Rxg3+ hxg3 f2+ Kxf2 Qxf2 Qh1#,Rg6+ Bg3 Rxg3+ hxg3 f2+ Kxf2 Qxf2 Qh1#
intermediate-0240,match,1,1,d5,d5
intermediate-0241,mismatch,1,3,Rxf7,Rxf7 Rxf7 Qxe6
intermediate-0242,mismatch,8,19,Rc8 Bxg2 Kxg2 Rxd1 Rxd1 Qg4+ Qg3 Qxd1,Rc8 Bxg2 Kxg2 Rxd1 Rxd1 Qg4+ Qg3 Qxd1 Rxh6+ Kxh6 Qh4+ Qh5 Qxd8 Qg5+ Qxg5+ Kxg5 Rxe4 Qxc8 Qxd2
intermediate-0243,mismatch,1,7,Rxd7+,Rxd7+ Rd2+ Rad1 Kxd7 Rd1+ Nd4 cxd4
intermediate-0244,mismatch,10,12,Nxe5 Bxc6 Qxc6 Nxe5 Bxd1 Nxc6 Bxc2 Bxd1 Nxd7 Kxd7,Nxe5 Bxc6 Qxc6 Nxe5 Bxd1 Nxc6 Bxc2 Bxd1 Nxd7 Kxd7 Bxc2 Nxc5+
intermediate-0245,match,1,1,Rxd4,Rxd4
intermediate-0246,mismatch,3,22,Rxd5 Nd4 Be7,Rxd5 Nd4 Be7 hxg6 fxg6 Qxe7 Bxg6 Qxg6 Rxe7 Nxf6+ Rxe7 Qh7+ Kf8 Nxf6+ Nxe7+ Rxe7 exd5 Nd4 Ne7+ Nxf5 Rxf5 hxg6
intermediate-0247,mismatch,3,7,Nxf2 Nxf2 Qe1+,Nxf2 Nxf2 Qe1+ Kh2 Qf1 Bxf2+ Bxf2
intermediate-0248,mismatch,3,9,Bxg3 fxg3 Rxf1+,Bxg3 fxg3 Rxf1+ Qe3+ Qxf1 Kxf1 Bxg4 Qxg4 Qxc1+
intermediate-0249,match,4,4,Rxe6 Qxb5 Qxe6 Nc7+,Rxe6 Qxb5 Qxe6 Nc7+
intermediate-0250,mismatch,1,10,Bxh6,Bxh6 gxh6 Qd7+ Rxe6 fxe6 Qg6+ Kh8 Qxh6+ Kg8 Qxe6+
intermediate-0251,mismatch,9,9,Qd8+ Bf8 Rh8+ Kxh8 Qxf8+ Kh7 Qxf7+ Kh8 Bxg6,Qd8+ Bf8 Rh8+ Kxh8 Qxf8+ Kh7 Qxf7+ Kh8 Bxg6+
intermediate-0252,mismatch,2,31,Nec5+ Nbc5+,Nec5+ Nbc5+ Nxd6 Kxd6 Bf4+ Kd5 Kd7 Nc5+ Ke8 Bd6 Re5+ Kc4 Nc5 Rc1+ b4 b3+ Kb5 Rxe7 Bxe7 Rxe7 Rb6 Bc7 Bf4 Nf5 Nbc5+ Kc7 Na6+ dxc5 Nxc5+ Kd6 Bf4+
intermediate-0253,match,3,3,Bxg2 Kxg2 Qc6+,Bxg2 Kxg2 Qc6+
intermediate-0254,mismatch,1,13,Bxc6,Bxc6 f4 Rxf4 Rxg3+ Kf2 Kf1+ Kh2 R3g4 Rh3 Kxc6 Re6+ Kc5 Rxh6
intermediate-0255,mismatch,3,6,Nf6 gxf6 Qh4+,Nf6 gxf6 Qh4+ Bxf6+ Kg8 Bxf6+
intermediate-0256,mismatch,1,14,Nxe5,Nxe5 Bxf7+ Kxf7 Nxg5+ Nxe5+ dxe5 Qxg4 Qxg5 Bxg5 Bxd1 f3 Bxd1 dxe5 Qxg4+
intermediate-0257,match,4,4,Rxd3 Qxd3 Rxd3 Qxa8+,Rxd3 Qxd3 Rxd3 Qxa8+
intermediate-0258,mismatch,4,4,Nxe6 Be8 Qxe6 Rg6,Nxe6 Be8 Qxe6 Rg6+
intermediate-0259,mismatch,2,9,Bxg6 hxg6,Bxg6 hxg6 Qf8 Bxh7+ Qxg6+ Kh8 Qh6+ Kg8 Qxf4+
intermediate-0260,mismatch,2,8,Bxf2+ Kh1,Bxf2+ Kh1 Rxf2 Rc1+ Rf1 Qe3+ Kh1 Rxf1#
intermediate-0261,mismatch,2,5,Nxf4 Bxf4,Nxf4 Bxf4 Bb5 Nxc6 Nxe2+
intermediate-0262,mismatch,4,6,Nxe4 Bxe4 O-O Qc5+,Nxe4 Bxe4 Kh1 Nf2+ Rxf2 Qxf2
intermediate-0263,match,5,5,Nxc6 bxc6 Qxa6+ Kd7 Qxa2,Nxc6 bxc6 Qxa6+ Kd7 Qxa2
intermediate-0264,mismatch,2,9,Nxh2 Qh5,Nxh2 Qh5 h3 Ng1 Ree1 Nxh3 Kxh2 Qd3 Ng4
intermediate-0265,mismatch,8,9,Qc3+ Ka4 b5+ Kxb5 Qc4+ Ka5 Bd8+ Qb6,Qc3+ Ka4 b5+ Kxb5 Qc4+ Ka5 Bd8+ Qb6 Bxb6#
intermediate-0266,mismatch,5,9,Qxf7+ hxg7 Qa2+ Qxa2 Nxa2,Qxf7+ hxg7 Qa2+ Qxa2 Nxa2 Kxf7 Ne7+ Bf3 Rxf3#
intermediate-0267,mismatch,2,7,Bxf7+ Qd5,Bxf7+ Qd5 Qe7 Kxf7 Qd5+ Ke8 Qxc5
intermediate-0268,mismatch,6,24,Rh1+ Bxg3 Nxg3 Qh4 fxg4 Qxg3,Rh1+ Bxg3 Nxg3 Qh4 fxg4 Qxg3 Rh2 Qe2 Qh4 Re3 Qf3 Kxh1 Bxg3 Nxg3 Re2 Kg1 Bh2+ Nf2 Kh1 Nf2+ Rxf2 Bg3+ Kg1 Bxf2#
intermediate-0269,mismatch,1,5,d4,d4 cxd4 Rxc8+ Nxc8 Nxh6+
intermediate-0270,mismatch,5,5,Bxa6 bxa6 b5 axb5 axb5,Bxa6 bxa6 b5 axb5 axb5+
intermediate-0271,mismatch,1,16,f5,f5 gxf5 Bh6 Ne7 Qxa4 Nxf5 Rg8 Nxg7+ Rxg7 Qxf6 Qxc2 Nc3 Qxg2 Rf1 Bxh6 Qxf6
intermediate-0272,match,8,8,f2+ Rxf2 Qxf2 Nf3+ Kh1 Nd2+ Kg1 Nxf1,f2+ Rxf2 Qxf2 Nf3+ Kh1 Nd2+ Kg1 Nxf1
intermediate-0273,mismatch,6,18,Rxh2+ Kxh2 Qh6+ Rh8+ Kg1 Qg6,Rxh2+ Kxh2 Qh6+ Rh8+ Kg1 Qg6 Kf2 Rh2 Ke1 Nxg2+ Rxg2 Rxg2 Rf2 Kg1 Nh3+ Kh2 Qxh3 Qxh3
intermediate-0274,mismatch,1,5,Rh4,Rh4 Kxh4 g5+ Kxg5 Kg7
intermediate-0275,mismatch,5,12,Bxc6+ bxc6 Qxc6+ Kf7 Qxa8,Bxc6+ bxc6 Qxc6+ Kf7 Qxa8 exd4+ Kf2 Bb7 Qe4 Qd5+ Kg6 Be2
intermediate-0276,mismatch,1,3,Rxh3+,Rxh3+ gxh3 Qxf3+
intermediate-0277,mismatch,2,11,Nxd6 Bf4,Nxd6 Bf4 Rf1 hxg5 Nxd6 cxd6 Qxd6+ Kb7 Kc8 Qc5+ Qd5+
intermediate-0278,mismatch,1,23,d5,d5 Ba6+ Kb8 d5 Bd7 Bc4+ dxc6 Bxc6 Bc4+ cxd5 Bxd5 Ba6+ Bxd5+ Ba6+ c6 dxc4 b7+ Kb8 d7+ Bb3+ Ba2+ Kb8 c6
intermediate-0279,match,6,6,Ne6+ fxe6 Rxf4+ Kg8 Ke8 Bb5+,Ne6+ fxe6 Rxf4+ Kg8 Ke8 Bb5+
intermediate-0280,mismatch,4,9,Rxc2 Qxd6 Qxc2 Bf5,Rxc2 Qxd6 Qxc2 Bf5 Rc1+ Kxc1 Rc8+ Be6 Rxf2
intermediate-0281,match,5,5,Ne7+ Kh8 Qxh7+ Kxh7 Rh4#,Ne7+ Kh8 Qxh7+ Kxh7 Rh4#
intermediate-0282,mismatch,4,24,Rad1 Rf8 Qd5+ Re8,Rad1 Rf8 Qd5+ Re8 Qxa2 h4 h6 Rdd8 Rxe8 Qxe8+ Kh7 h5 h3 f3 h6 h5 Rdd8 Rxe8 Qxe8+ Kh7 Qxh5# g4 Kh8 Qxf5
intermediate-0283,mismatch,2,8,Nh3 gxh3,Nh3 gxh3 Bf3+ Qf3+ Bxf3 Bxf3# Bxf3 Qxf3#
intermediate-0284,mismatch,7,7,Bxg7 Nh5 Nxf2 Kxg7 Nf5+ Kh8 Qxg4,Bxg7 Nh5 Nxf2 Kxg7 Nf5+ Kh8 Qxg4+
intermediate-0285,mismatch,3,9,Rxc6+ bxc6 Qc1,Rxc6+ bxc6 Qc1 Qd2 Re5 Rxd4 fxe3 Rd6 Rxf7
intermediate-0286,mismatch,3,15,Rxe2 Rxe2 Rb1+,Rxe2 Rxe2 Rb1+ Nxf4 Re1 Nxd5 exd5+ Kg2 Nxf4+ Kf3 Nxe2 Kxe2 Rb2+ Kf3 Rxa2
intermediate-0287,mismatch,1,3,Nxe5,Nxe5 dxe5 d4
intermediate-0288,match,5,5,Bxh7+ Kxh7 Qd3+ Kg8 Qxd7,Bxh7+ Kxh7 Qd3+ Kg8 Qxd7
intermediate-0289,match,8,8,Qc3+ f6 Nxf6 Rxf6 Bxh6+ Kxh6 Kf7 Ng5+,Qc3+ f6 Nxf6 Rxf6 Bxh6+ Kxh6 Kf7 Ng5+
intermediate-0290,match,3,3,a6 bxa6 Kd7,a6 bxa6 Kd7
intermediate-0291,mismatch,5,5,e6 fxe6 Qh5+ g6 Qxc5,e6 fxe6 Qh5+ g6 Qxc5+
intermediate-0292,mismatch,2,6,Ng5 Nxg5,Ng5 Nxg5 Ne5 fxe5 Qxg5 e4
intermediate-0293,match,3,3,Ng3+ hxg3 hxg3+,Ng3+ hxg3 hxg3+
intermediate-0294,mismatch,3,4,Bxd6 cxd6 Bc8,Bxd6 cxd6 Bc8 Nxd6+
intermediate-0295,match,9,9,Qd8+ Qf8 Rxg7+ Kxg7 Qg5+ Kf7 Qg6+ Ke7 Bg5+,Qd8+ Qf8 Rxg7+ Kxg7 Qg5+ Kf7 Qg6+ Ke7 Bg5+
intermediate-0296,match,1,1,Re6,Re6
intermediate-0297,match,5,5,Bxh3 gxh3 Qxh3+ Kg1 Qxg3+,Bxh3 gxh3 Qxh3+ Kg1 Qxg3+
intermediate-0298,mismatch,1,5,h4,h4 Kf4 h5 Kg5 Kf7
intermediate-0299,mismatch,3,5,Rxa7+ Qxa7 Ra5,Rxa7+ Qxa7 Ra5 Qxa6 Rxa6#
intermediate-0300,match,6,6,Rxg2+ Kf1 Rxg2 Rxg2+ Kxg2 Qxf6,Rxg2+ Kf1 Rxg2 Rxg2+ Kxg2 Qxf6
intermediate-0301,mismatch,1,3,Nxe4,Nxe4 Bxd8 Bf2#
intermediate-0302,mismatch,1,5,Bb4,Bb4 axb4 Rxd1 Nxd1 a3
intermediate-0303,mismatch,3,9,Rd7 Rd5 g4,Rd7 Rd5 g4 Nxh8 Re7 g3 Re1+ Kg2 Rxc1
intermediate-0304,mismatch,2,9,Nxe5 Nf6+,Nxe5 Nf6+ Bxd1 Nf6+ Kf8 gxf6 Bxf7+ Kf8 Bh6#
intermediate-0305,mismatch,4,6,Qxd5+ Kc7 Ke8 Re1+,Qxd5+ Kc7 Ke8 Re1+ Nd6+ Qd6+
intermediate-0306,mismatch,2,4,Nxe4 Nb3,Nxe4 Nb3 Qxe4 Bf3+
intermediate-0307,match,1,1,Qh3,Qh3
intermediate-0308,mismatch,4,5,Nxf7 Kxf7 Rxe4 dxe4,Nxf7 Kxf7 Rxe4 dxe4 Bc8
intermediate-0309,mismatch,3,3,Re7 Qxe7 Nxf5,Re7 Qxe7 Nxf5+
intermediate-0310,mismatch,3,40,Rxd3 cxd3 Re2,Rxd3 cxd3 Re2 d4 Bxg2+ Bxd4 Bc3 Bxg2+ Kh2 Bc6+ Kg3 Bf2+ Kg4 h5+ Kxh5 Bf3+ Kg5 Be3+ Kh4 Rg2 Kh2 Bc6+ Kg1 Kg3 Bd6+ Kh4 Re4+ Kh5 g6+ fxg6 hxg6+ Kg5 Be7+ Kh6 Rh4# Bxd4+ Kf1 Bb5 Bc3 Rxb2+
intermediate-0311,mismatch,1,3,Bf4,Bf4 Qd8 Rxe7
intermediate-0312,match,6,6,Ng6+ Qxg6 hxg6 Qh3+ Qh4 Qxh4#,Ng6+ Qxg6 hxg6 Qh3+ Qh4 Qxh4#
intermediate-0313,match,11,11,Qd7+ Re7 Rxg7+ Kxg7 Qxe7+ Kh6 Rf7 Qxf7+ Kxf7 Rxb6 axb6,Qd7+ Re7 Rxg7+ Kxg7 Qxe7+ Kh6 Rf7 Qxf7+ Kxf7 Rxb6 axb6
intermediate-0314,mismatch,1,3,Bxc2,Bxc2 Bxc2 Nc4
intermediate-0315,match,7,7,Rxg7+ Kxg7 Bh6+ Kh8 Qg5 Nh5 Rg1,Rxg7+ Kxg7 Bh6+ Kh8 Qg5 Nh5 Rg1
intermediate-0316,mismatch,1,8,exd4,exd4 Nxe4 cxd4 Bxf6 Nc5 Bxf6 Qxd4 Bxf6
intermediate-0317,match,4,4,Rxe5 dxe5 Qxe5 Nd3+,Rxe5 dxe5 Qxe5 Nd3+
intermediate-0318,mismatch,2,9,Bxg6 hxg6,Bxg6 hxg6 Bf6 Bb1 Bxc3 Rxe6 Qxg6+ Kh8 Rxe6+
intermediate-0319,mismatch,6,8,Rxd3+ Rxd3 e4+ Ke3 Kg3 Rg4+,Rxd3+ Rxd3 e4+ Ke3 Kg3 Rg4+ Kf2 exd3
intermediate-0320,match,4,4,Nf5 fxe6 gxf5 Qxf5,Nf5 fxe6 gxf5 Qxf5
intermediate-0321,mismatch,7,7,Rc8+ Ke7 b7 Bxb7 Rc7+ Ke6 Rxb7,Rc8+ Ke7 b7 Bxb7 Rc7+ Ke6 Rxb7+
intermediate-0322,mismatch,1,3,Rxf3,Rxf3 Qxf3 Nxg5
intermediate-0323,mismatch,1,16,Nc4+,Nc4+ Rxf6 gxf6 Nc4+ dxc4 Ne4+ Kd5 Nxf6+ Kxd4 Kd6 Ne4+ Kd5 Qh5+ Rd1+ dxc4 Ne4+
intermediate-0324,mismatch,5,5,Rxg7+ Kxg7 Rg1+ Kf8 Qg6,Rxg7+ Kxg7 Rg1+ Kf8 Qg6+
intermediate-0325,mismatch,5,5,Ne6 Kxd7 Nc5+ Kc6 Nxd3,Ne6 Kxd7 Nc5+ Kc6 Nxd3+
intermediate-0326,mismatch,3,7,Ra2+ Kxa2 Qa4+,Ra2+ Kxa2 Qa4+ Kb2 Re2+ Kc1 Qc2#
intermediate-0327,match,1,1,Rxe6+,Rxe6+
intermediate-0328,mismatch,3,16,Rxe3 fxe3 Bxe3+,Rxe3 fxe3 Bxe3+ Qxe3+ Qxe3 Bxe3+ Kf1 Bxc1 Na4 Ba3 Ra5 Kh1 Bxc1 Nxd5 cxd5 Rxc1
intermediate-0329,mismatch,3,11,Rxf2 Rxf2 Nd3,Rxf2 Rxf2 Nd3 Qxf2+ Kxf2 Nd3+ Ke3 Nxc1 Rxc1+ Qd2 Qxa1
intermediate-0330,match,4,4,Bg3+ hxg3 Kf1 Nf2,Bg3+ hxg3 Kf1 Nf2
intermediate-0331,match,5,5,Nh6+ Kh8 Qxe5 Qxe5 Nxf7+,Nh6+ Kh8 Qxe5 Qxe5 Nxf7+
intermediate-0332,match,4,4,Nxa3+ Rxa3 bxa3 Qxc3,Nxa3+ Rxa3 bxa3 Qxc3
intermediate-0333,mismatch,7,12,Bxf5 Nxe4 Nxe4 Qxe4 Qxe4 Rxe4 Bh6,Bxf5 Nxe4 Nxe4 Qxe4 Qxe4 Rxe4 Bh6 Qxf5 exf5 Qe1+ Qf1 Qxc3
intermediate-0334,mismatch,1,8,Bxe1,Bxe1 Rd4 Re8 Rd4 Rxe8 Rxe8+ Qxe8 Qxd5
intermediate-0335,mismatch,4,4,Nh6+ gxh6 Kh8 Nxe4,Nh6+ gxh6 Kh8 Nxe4+
intermediate-0336,mismatch,4,22,Nxf7 Ne5 Nxe5 dxe5,Nxf7 Ne5 Nxe5 dxe5 Qd5 Qf1 Be4 b7 Bxf3 Kxf7 Ng5+ Kf8 Kg8 Qxe6+ Kh8 Nf7+ Kg8 Nh6+ Kh8 Qg8+ Rxg8 Nf7#
intermediate-0337,mismatch,3,5,Rxa2+ Qxa2 Ra6,Rxa2+ Qxa2 Ra6 Qxa6 Qxa6+
intermediate-0338,mismatch,2,13,Nxf7 Kxf7,Nxf7 Kxf7 Qc7 Qxe6 Bf8 Nxh6+ Kh8 Qg8+ Nxg8 Nf7# Qxe6+ Kf8 Bg6
intermediate-0339,mismatch,9,11,Nxf6 Bxf3 Bxf3 Nxd7 Bxe2 Nxe5 Bxd1+ Kxd1 f6,Nxf6 Bxf3 Bxf3 Nxd7 Bxe2 Nxe5 Bxd1+ Kxd1 f6 Qd6 Bxe5
intermediate-0340,mismatch,7,8,f4 Rxh8 gxf4 exf4 Bxf4 Nd4+ Ke3,f4 Rxh8 gxf4 exf4 Bxf4 Nd4+ Ke3 Nxc2+
intermediate-0341,mismatch,3,5,Nxd4 cxd4 R8xc5,Nxd4 cxd4 R8xc5 Rxc4 Rxc4
intermediate-0342,mismatch,4,5,Rd5 Qf3 Qc4 Ne5,Rd5 Qf3 Qc4 Ne5 Ne5
intermediate-0343,match,6,6,Rh3+ Kg8 Nxf6+ Kf8 gxf6 Bxf6,Rh3+ Kg8 Nxf6+ Kf8 gxf6 Bxf6
intermediate-0344,mismatch,1,17,Rxh4+,Rxh4+ Bxg2 Nxg2 h4 Rhg8 Bh3 f5 gxh4 Bxg2 Kxg2 fxe5 Qh3+ Kg1 Bxf1 Qg4+ Kf2 Qxh4+
intermediate-0345,mismatch,1,8,f6+,f6+ Rfxf6 Nh5+ Kh7 Kh8 Qh6+ Kg8 Qg7#
intermediate-0346,match,4,4,Bxf7+ Kh7 Qxf7 Nxh6+,Bxf7+ Kh7 Qxf7 Nxh6+
intermediate-0347,match,1,1,Qa5,Qa5
intermediate-0348,mismatch,9,9,Qxh7+ Rxf4 Rxf4 Kf7 Rxf4+ Qxf4 Rf1 Qxf1+ Bxf1,Qxh7+ Rxf4 Rxf4 Kf7 Rxf4+ Qxf4 Rf1 Qxf1+ Bxf1+
intermediate-0349,mismatch,3,6,Nxb7 Rxb7 Nxc4,Nxb7 Rxb7 Nxc4 Bxc6+ Bxc6+ Rd7+
intermediate-0350,mismatch,2,6,Nxd5 Qxd5,Nxd5 Qxd5 Nxd5 Rxh7+ Kxh7 Rh1#
intermediate-0351,match,6,6,Rh7+ Kxh7 Qh5+ Kg8 Kg7 Qh6+,Rh7+ Kxh7 Qh5+ Kg8 Kg7 Qh6+
intermediate-0352,mismatch,1,7,Rxd4+,Rxd4+ exd4 Bf4+ Kd1 Qxd4+ Qd3 Qxd3#
intermediate-0353,mismatch,2,4,Nxe5 Bxd1,Nxe5 Bxd1 Nxe5 Qxh5+
intermediate-0354,mismatch,1,19,Nf2,Nf2 Qb5+ c4 Nh2+ Kg1 Nf3+ Kh1 Rg8 Qxh3+ hxg3 g2# Bxg3 Rxg3 Qf8+ Kg1 Bxg3 Nxh3 gxh3 Qf3+
intermediate-0355,mismatch,2,8,Nxh7 Rxh7+,Nxh7 Rxh7+ Rxh7 Rxh7+ Kxh7 Qxc7+ Kh6 Rd8+
intermediate-0356,match,5,5,Bxg6 Nxg6 Qxe6+ Kh8 Qxg6,Bxg6 Nxg6 Qxe6+ Kh8 Qxg6
intermediate-0357,mismatch,5,11,Qxd6 Nf7+ Rxf7 Bxf7 Bd7,Qxd6 Nf7+ Rxf7 Bxf7 Bd7+ cxd6 Nf7+ Rxf7 Re8+ Rf8 Rxf8#
intermediate-0358,match,3,3,Qxg6 fxg6 Rxf1,Qxg6 fxg6 Rxf1
