puzzleId,type,puzzleMoveCount,woodpeckerMoveCount,puzzleMoves,woodpeckerMoves
intermediate-0359,match,4,4,Nd5+ Ke8 exd5 Rae1+,Nd5+ Ke8 exd5 Rae1+
intermediate-0360,match,5,5,Rxf7 Qxf7 Nb6+ axb6 Bxf7,Rxf7 Qxf7 Nb6+ axb6 Bxf7
intermediate-0361,mismatch,5,8,Bh6 Nxg7 Kxg7 Bh6+ Kh8,Bh6 Nxg7 Kxg7 Bh6+ Kh8 Ne8 gxh6 Qxh6+
intermediate-0362,match,4,4,Nxc3 Bxg6 Qxc3 Bxe4,Nxc3 Bxg6 Qxc3 Bxe4
intermediate-0363,mismatch,1,8,Bd4,Bd4 Qf6+ Qxh8+ Rxd4 Bxc4+ Kf2 Rxc4 Qxc4+
intermediate-0364,mismatch,1,5,Ncd6+,Ncd6+ Bxd6 Nc7+ Rxc7 Qxa6+
intermediate-0365,mismatch,2,6,Rxf2 Bxf7+,Rxf2 Bxf7+ Rxf2 Re1+ Rf1 Rxf1#
intermediate-0366,mismatch,1,7,Rc2,Rc2 Rxb2 Rxc2 Nc4 Bxf4 exf4 Qd4
intermediate-0367,mismatch,1,14,Rg8+,Rg8+ Rh7+ Kxh7 Qxe4+ Rf5 Bxd6 Qxf3 Rxg8 Qxd4+ Kh7 Qxe4+ Rg6 Kh8 Bxd6+
intermediate-0368,match,3,3,Rxg2+ Kxg2 d4+,Rxg2+ Kxg2 d4+
intermediate-0369,mismatch,6,11,Nf7 Nc6 Bxc6 Qxe6+ Kh8 Qxc6,Nf7 Nc6 Bxc6 Qxe6+ Kh8 Qxc6+ Kxf7 Qxe6+ Kg6 Kxe6 Ng5#
intermediate-0370,mismatch,1,5,Nxf7,Nxf7 Kxf7 Qxe6+ Kf8 Qxe7+
intermediate-0371,mismatch,4,8,Qxh2+ Qxg4+ Rg2 Qxf5,Qxh2+ Qxg4+ Rg2 Qxf5 Kxh2 Nxg4+ Kg3 Nxe3
intermediate-0372,match,1,1,Nxf7,Nxf7
intermediate-0373,mismatch,1,5,Nxc4,Nxc4 Qxc4 d5 Qb5 a6
intermediate-0374,mismatch,3,21,Qf6+ Ke8 e6,Qf6+ Ke8 e6 Qf5 Qg6 exf7+ Qh8+ Ke7 Bc5+ Qxf7 Re6+ Kf8 Qxh6+ Qh8+ exf7+ Kf8 Bc5+ Rxc5 Qxd8+ Kxf7 Rb7+
intermediate-0375,mismatch,2,15,Bxd4 Rxd4,Bxd4 Rxd4 Rxd4 Nxd4 Qxh3 Bxd4 Nxd4 Qxh3 Rxd4 Nxd4 Qxh3 gxh3 Nf2+ Kg1 Nxh3#
intermediate-0376,mismatch,2,12,R8c3+ R1c3+,R8c3+ R1c3+ bxc3 Rxc3+ Bd3 Qf1+ Ke3 Rxd3+ Qxd3 Qxd3+ Kxd3 Kxf7
intermediate-0377,mismatch,1,7,Nxc6,Nxc6 Bxc6 Rxc6 Rxc6 Qxe4 dxe4 Rxd8+
intermediate-0378,mismatch,4,17,f6 Bxd7 Rxd7 Qe5,f6 Bxd7 Rxd7 Qe5 Qxb2 Qxc5 Qe8+ Bf8 Qxd7 Rdd2 Qxc5 Rh2+ Kg1 Rbg2# gxf6 Nxf6 Qb8+
intermediate-0379,mismatch,2,4,Ng3+ Kg1,Ng3+ Kg1 fxg3 Qxg3
intermediate-0380,mismatch,3,3,Rxe6 fxe6 Ng5,Rxe6 fxe6 Ng5+
intermediate-0381,mismatch,1,5,f3,f3 Nd2 Rxd6 Qxd6 Qxe8+
intermediate-0382,mismatch,4,11,Rxa7 Qd5 Kxa7 Qa3+,Rxa7 Qd5 Kxa7 Qa3+ b6+ Ka6 Rc5 Ra8 Qb4 Kb6 Qc5+
intermediate-0383,match,1,1,Bg5,Bg5
intermediate-0384,mismatch,2,23,Ra8+ Nxa8,Ra8+ Nxa8 Ne8 Bc5 Qxb7 Rxe8+ Rf8 Rxf8# Nd7 Rf8 Rxf8+ Kxf8 Qb8+ Ne8 Bc5+ Qc8+ Rf8 Qxe6+ Kh8 Nf7+ Kg8 Rxf7 Qc8+
intermediate-0385,mismatch,5,22,Bxh7+ Kxh7 Rh3+ Kg8 Qh5,Bxh7+ Kxh7 Rh3+ Kg8 Qh5 Bxg7 f6 Bh6 Qh7 Qh5 Bf8 Qg4+ Kf7 Bxf8+ f6 Bxa3 Qxa3 Qh8+ Kf7 Qxd8 Qc1+ Nf1+
intermediate-0386,mismatch,5,9,Rxd4 Qxd4 Qf8# Be3 fxe3,Rxd4 Qxd4 Qf8# Be3 fxe3 Rf1 Qxh2+ Kf1 Qh1#
intermediate-0387,match,5,5,Rxh2+ Kxh2 Nf3+ Kg2 Nxd4,Rxh2+ Kxh2 Nf3+ Kg2 Nxd4
intermediate-0388,match,4,4,Qb5+ Nd7 Qxb5 Nf6#,Qb5+ Nd7 Qxb5 Nf6#
intermediate-0389,mismatch,3,18,Rh6 gxh6 Bf6+,Rh6 gxh6 Bf6+ Nf6+ Qxh6 Rg8 Nf6 Rg7 Nxd7+ Nxf6 Kg8 Ne7+ Nxf6 Qe7 Qxh6 Qxf6 Qxf6+ Kg8+
intermediate-0390,mismatch,4,8,Rxe5 Bxd7+ Kxd7 Rxe5,Rxe5 Bxd7+ Kxd7 Rxe5 Qxh5 Bxd7+ Kxd7 Rxh5+
intermediate-0391,match,8,8,Nf5 gxh5 gxf5 Qxf5+ Rg6 Bxc6 Bxc6 Rxc6,Nf5 gxh5 gxf5 Qxf5+ Rg6 Bxc6 Bxc6 Rxc6
intermediate-0392,mismatch,7,9,Qf4+ Kg1 Nxh3+ gxh3 Qg3+ Qxf3 Qxa7,Qf4+ Kg1 Nxh3+ gxh3 Qg3+ Qxf3 Qxa7 Kh1 Qxf3+
intermediate-0393,mismatch,7,9,Qc3 Bxd4 Qxd4 Rd1 Qf6 c5 b4,Qc3 Bxd4 Qxd4 Rd1 Qf6 c5 b4 f6 bxc5
intermediate-0394,match,6,6,d6+ Kh8 Be6 Bxe6+ Qxe6 Nxe6,d6+ Kh8 Be6 Bxe6+ Qxe6 Nxe6
intermediate-0395,match,6,6,Bxg7 Nxg7 Rxh6 Rf8+ Kh7 Rh8#,Bxg7 Nxg7 Rxh6 Rf8+ Kh7 Rh8#
intermediate-0396,mismatch,2,20,Nxc5 dxc5,Nxc5 dxc5 Bd6 Rxc3 Bh4+ g3 Bd8 Qxd2+ Kxd2 Nb3+ Kc2 Nxc1 Bxa3 Rxa3 Rxc1 Rxc3 Qxc3 Ra2 Ra1+ Bxc3
intermediate-0397,match,4,4,Bh6 Nf5 gxh6 Nf6+,Bh6 Nf5 gxh6 Nf6+
intermediate-0398,mismatch,1,6,Nxf5,Nxf5 Nxh7 gxf5 Rxf5+ Nf3 Ref8
intermediate-0399,mismatch,3,7,Qxd7 Rxd7 Re8+,Qxd7 Rxd7 Re8+ Rc8+ Rd8 Kh7 Rcc8
intermediate-0400,mismatch,2,9,Qxc6 Qxc6,Qxc6 Qxc6 Rd7 Qxd7+ Nce5+ fxe5 Nxe5+ Kf6 Rxc6+
intermediate-0401,mismatch,1,22,Rexe6+,Rexe6+ Raxe6+ Qf3 Nb6 Qd6 Rd1 Qxb6 Rxb6 axb6 Nb6 Qxd1 Rxd1 Rd8 Rxd8+ Kxd8 Rxa7 Re8 fxe6 Rxe6+ Kf7 Qxe6 Nc7+
intermediate-0402,mismatch,4,16,Bxg6+ Nxg6 dxe4 Nxe7,Bxg6+ Nxg6 dxe4 Nxe7 Bxg4 Qxe4+ Bf5 Nxf5 Qxf5 Qxb7+ Kh8 Nxg6 Nxg6 Kg8 Qxg6 Re7+
intermediate-0403,match,6,6,Rxb2+ Qxb2 Rxb2 Qd1+ Qc1 Qxc1#,Rxb2+ Qxb2 Rxb2 Qd1+ Qc1 Qxc1#
intermediate-0404,mismatch,4,10,Re2 Rxe2 Rxe2 Qxe2,Re2 Rxe2 Rxe2 Qxe2 Rf5 Qh3+ Qh2 Qxf1+ Qg1 Qxg1#
intermediate-0405,match,1,1,d5,d5
intermediate-0406,match,10,10,Bxh6+ Kg8 Kxh6 Qe3+ Kg7 Qg5+ Kh8 Qh6+ Kg8 Re5,Bxh6+ Kg8 Kxh6 Qe3+ Kg7 Qg5+ Kh8 Qh6+ Kg8 Re5
intermediate-0407,match,3,3,Rxc3 bxc3 Nxe4,Rxc3 bxc3 Nxe4
intermediate-0408,mismatch,1,21,Rd8+,Rd8+ Nh6 Qc8 Rg4 Nxf7 exd4 Rd8+ Qxd8 Rxd8+ Rxd8 Nxf7 Kxf7 Rxd8 Rxd8+ Ke7 Nh6 gxh6 Qxc2 Re8+ Kd6 Nxf7+
intermediate-0409,mismatch,1,3,Nxc5,Nxc5 Nxc5 Rd6+
intermediate-0410,mismatch,3,5,Bxc5 Qxc5 b4,Bxc5 Qxc5 b4 Qxb4 Rxe5+
intermediate-0411,mismatch,1,5,Qe4,Qe4 Rxe4 Rc1+ Re1 Rxe1#
intermediate-0412,mismatch,4,13,Rxc7+ Qxe6 Bxh2 Qxg4,Rxc7+ Qxe6 Bxh2 Qxg4 Qxc7 Nc5+ Kb6 Qxc7+ Kxc7 Nxe6+ Kd7 Nxd8 Kxd8
intermediate-0413,mismatch,2,4,Nxd4 cxd4,Nxd4 cxd4 Nb7 Qxd4+
intermediate-0414,mismatch,4,21,e5 Rc8 Qd6 e5,e5 Rc8 Qd6 e5 Qf8 Rc7 Qd7 Rc6 Qe7 exf6 Qxf6 Rxd8+ Qxd8 Qxe6+ Kg7 Qxa6 f5 fxe5 Rc8 Qd6 Rc6+
intermediate-0415,match,3,3,Bxd6 Qxd6 Bxf5,Bxd6 Qxd6 Bxf5
intermediate-0416,mismatch,4,6,Rxg3 hxg3 Ng4 Nf4,Rxg3 hxg3 Ng4 Nf4 fxg4 Qxg2#
intermediate-0417,mismatch,4,13,Bxf3 Qh4+ Ke2 Bh5,Bxf3 Qh4+ Ke2 Bh5 Ng3+ gxf3 Qxf3 Rg1 dxe6 fxe6 Qf2+ Kd1 Qxg1
intermediate-0418,mismatch,1,10,Nxf5,Nxf5 e4 Nf3+ Kc2 Nxg1 Rxg1 Nxf5 Qe2 exf5 Bxd5
intermediate-0419,match,6,6,Ng6+ Kh7 Ne5+ Kh8 Be4 Bxe4+,Ng6+ Kh7 Ne5+ Kh8 Be4 Bxe4+
intermediate-0420,mismatch,1,5,f5,f5 exf5 Nxg6 fxg6 Qxe7+
intermediate-0421,mismatch,4,6,Bg6 fxg6 Nxe5 Nxe5,Bg6 fxg6 Nxe5 Nxe5 Rc7 Ba5
intermediate-0422,mismatch,4,19,Ne5 g6 Qxg6 Ne5,Ne5 g6 Qxg6 Ne5 Qxh5 Rxh5 dxe5 dxe5 g6 Qc4 Qxc4 g6 Qf1+ Rxf1 Be8 Qxg6 Qc4+ Rf7 Rh8#
intermediate-0423,mismatch,2,15,Rxc1 Qb2,Rxc1 Qb2 Nd3 Qb3 Ndf4 e5 dxe5 Qb4+ Kf2 Rd2 Qxd2 Qxd2 Nxc1 Qxc1 Qxe2#
intermediate-0424,mismatch,4,4,Rc8+ Kf7 Bxc8 Qxe5,Rc8+ Kf7 Bxc8 Qxe5+
intermediate-0425,mismatch,5,12,e6 Rdxg7 Nxg7 Rxg7 Rxd5,e6 Rdxg7 Nxg7 Rxg7 Rxd5 Rf8+ cxd5 Rf8+ Kc7 Rf7+ Rxf7 exf7
intermediate-0426,match,4,4,Nxe3 Qc3 Kxe3 Qxd4#,Nxe3 Qc3 Kxe3 Qxd4#
intermediate-0427,mismatch,2,8,Nxe6 Rxb7,Nxe6 Rxb7 fxe6 Qg4+ Kh8 Rxb7 Rc7 Rxc7
intermediate-0428,mismatch,1,3,Nc4,Nc4 bxc4 Qa4+
intermediate-0429,mismatch,2,8,Bxf5 gxf5,Bxf5 gxf5 Kh8+ Nxf5 Qh8 Nh6+ Kg7 Qg5#
intermediate-0430,mismatch,1,7,Nh2,Nh2 Qxh2 Rg4+ Qf3 Rg4+ Kh1 Rh4
intermediate-0431,match,3,3,d6 Bxd6 Nf5,d6 Bxd6 Nf5
intermediate-0432,match,3,3,Rxb8+ Kxb8 Qxe5+,Rxb8+ Kxb8 Qxe5+
intermediate-0433,mismatch,2,4,Rxf5 Rxf5,Rxf5 Rxf5 Rcf6+ Rxe8+
intermediate-0434,mismatch,1,7,Rxf3,Rxf3 gxf3 Qh3 Rg1 Qxf3+ Rg2 Qxg2#
intermediate-0435,match,3,3,b4+ Kxb4 Rb7+,b4+ Kxb4 Rb7+
intermediate-0436,match,1,1,Rxb7,Rxb7
intermediate-0437,match,4,4,Nxe5 Nxe5 Bxd1 Bxf7#,Nxe5 Nxe5 Bxd1 Bxf7#
intermediate-0438,mismatch,4,4,Nc5 Qf7 Qxd4 Ne6,Nc5 Qf7 Qxd4 Ne6+
intermediate-0439,mismatch,1,13,f4,f4 gxf4 Nc2 Nh4 Nh2+ Kg1 Qf5 Qe2 Qb5 gxh4 Qe2+ Kg1 Qxd3
intermediate-0440,mismatch,1,8,Nd4,Nd4 exd4 Qd1 Rc1 Rc2 Nc4 Qd1 Rxb2
intermediate-0441,mismatch,1,8,Ne4,Ne4 Qg6 Qe7 b7 Nxd6 Nd4 Qe5 Nxd6
intermediate-0442,mismatch,1,11,Bxf7+,Bxf7+ Qg5+ Kh8 Qf6+ Kg8 Rxd8 Rxd8 Bxf7+ Qxf7 Rxf7 Qg5+
intermediate-0443,match,7,7,Nf5 Bxf5 Rxd1 Nxe7+ Kf7 Rxd1 Kxe7,Nf5 Bxf5 Rxd1 Nxe7+ Kf7 Rxd1 Kxe7
intermediate-0444,match,1,1,Rxd5,Rxd5
intermediate-0445,mismatch,2,11,Rxb2 Kxb2,Rxb2 Kxb2 Qe4 Qb4+ Kc1 Qxc3+ Qc2 Qa1+ Rf1+ Qb1 Rf1+
intermediate-0446,mismatch,2,7,Bxf3 Be1,Bxf3 Be1 gxf3 h3 Bxg2 Bxh4 e5
intermediate-0447,mismatch,3,14,Bxg2+ Kxg2 Qg4+,Bxg2+ Kxg2 Qg4+ Qf2+ Kh3 Qf3+ Kh4 Bf2+ g5+ Kf1 Qf3+ Qxd1+ Ke1 Qf2#
intermediate-0448,mismatch,2,7,Ne7+ Rxe7,Ne7+ Rxe7 Kf8 Qxf7+ Nxc6+ Kxf7 Nxc6+
intermediate-0449,mismatch,3,7,Bd5+ cxd5 Rxd5,Bd5+ cxd5 Rxd5 Bf5 Kf7 Rxd6 Rxd6
intermediate-0450,mismatch,1,4,f4,f4 gxf4 Qxf4 Bxh3
intermediate-0451,mismatch,1,14,Rxf6+,Rxf6+ Kxf6 Rf1+ Qg5+ Kf7 Qf4+ Ke7 Qc7+ Bd7 Bg5+ Bf5 Ke7 Bg5# Qd7
intermediate-0452,match,3,3,Bxf5 Rxh3 Bxh3,Bxf5 Rxh3 Bxh3
intermediate-0453,match,6,6,Rxf4 Kxf4 Rxf4 Qe1+ Rf2 f4+,Rxf4 Kxf4 Rxf4 Qe1+ Rf2 f4+
intermediate-0454,mismatch,2,8,Rxf2 Rxf2,Rxf2 Rxf2 Bxe4 Qxd4 e3 Re2 exd2 Rxe5
intermediate-0455,mismatch,6,6,d6 Qb8 Bxd6 Bxb7 Qxb7 Qxd6,d6 Qb8 Bxd6 Bxb7 Qxb7 Qxd6+
intermediate-0456,match,5,5,Bxd4 exd4 Qxd4+ Kh2 Qxa1,Bxd4 exd4 Qxd4+ Kh2 Qxa1
intermediate-0457,mismatch,3,12,Nxf7 Kxf7 Qf3+,Nxf7 Kxf7 Qf3+ Ke7 Kg6 Bd3+ Bf5 Qxf5# Kg8 Rxe6 Qxe6 Qxd5
intermediate-0458,match,6,6,Bxd5 exd5 Qxd5+ Kf8 Ke8 Qxh5+,Bxd5 exd5 Qxd5+ Kf8 Ke8 Qxh5+
intermediate-0459,mismatch,2,5,Rxf7 Re8,Rxf7 Re8 Qe7 Rxf7 Qc8+
intermediate-0460,match,4,4,Re8+ Bf8 Kh7 Qd3+,Re8+ Bf8 Kh7 Qd3+
intermediate-0461,mismatch,3,5,Rdxe3 Rxe3 Rxh3+,Rdxe3 Rxe3 Rxh3+ Rxh3 Qxf2
intermediate-0462,mismatch,3,3,Re6 Bxe6 Nxe6,Re6 Bxe6 Nxe6+
intermediate-0463,mismatch,1,4,Nxf5,Nxf5 exf5 Rxf5 Bxe4+
intermediate-0464,match,5,5,Ne2+ Kh1 Ng3+ hxg3 Qxf1+,Ne2+ Kh1 Ng3+ hxg3 Qxf1+
intermediate-0465,match,4,4,Rxd3 Rxd3 Qxd3 Qxg2#,Rxd3 Rxd3 Qxd3 Qxg2#
intermediate-0466,mismatch,2,8,Ba3 bxa3,Ba3 bxa3 Qa4 Bxb2+ Rxd7 Bxb2+ Bxb2 Qxb2+
intermediate-0467,mismatch,8,14,Nf7 Qe8 Kxf7 Qh5+ Ke7 Rxe6+ Kxe6 Re1+,Nf7 Qe8 Kxf7 Qh5+ Ke7 Rxe6+ Kxe6 Re1+ Kd6 Qc5+ Kd7 Qf5+ Kd6 Qe6#
intermediate-0468,mismatch,2,6,Rxh7 Kxh7,Rxh7 Kxh7 f5+ Qh5+ Kg8 Bxg6+
intermediate-0469,mismatch,3,3,Rxa2 Bxa2 Qa4,Rxa2 Bxa2 Qa4+
intermediate-0470,mismatch,1,8,Rxc5,Rxc5 Bc2 Qe6 Bf5 Qd6 Bxg5 Bxc5 Bxd8
intermediate-0471,mismatch,2,12,Rg3+ Rd3,Rg3+ Rd3 Rxd3 Qc2+ Kg1 Qxd3 Qxe5 Kxg3 Qe3+ Qc3+ Qf3 Qxd2
intermediate-0472,mismatch,4,4,Nxb5 Ba6 cxb5 Bd5,Nxb5 Ba6 cxb5 Bd5+
intermediate-0473,match,9,9,Qf7+ Rxf7 Rxf7+ Kd8 Rd1+ Kc8 Rxc7+ Kxc7 Rd7+,Qf7+ Rxf7 Rxf7+ Kd8 Rd1+ Kc8 Rxc7+ Kxc7 Rd7+
intermediate-0474,mismatch,3,6,Be4+ Kh8 Nxe4,Be4+ Kh8 Nxe4 Qf5+ Kg8 Qxc8+
intermediate-0475,mismatch,1,3,Nc4,Nc4 Nxc4 Bxd5+
intermediate-0476,mismatch,2,16,Bxf7+ Rc1,Bxf7+ Rc1 Qg3+ Rc8 Bxf7+ Re5 Bd5 fxg3 Bxd4+ Kg2 Re2+ Kf3 Re3+ Qxf7 Kxf7 Qd5+
intermediate-0477,match,6,6,Rxf3+ Qxf3 gxf3 Bh3+ Rg2 Qxg2#,Rxf3+ Qxf3 gxf3 Bh3+ Rg2 Qxg2#
intermediate-0478,mismatch,5,7,Ng3 Nxg3 Bxf4+ Kc2 Bxg3,Ng3 Nxg3 Bxf4+ Kc2 Bxg3 Bxh7 g6
intermediate-0479,mismatch,3,7,Rxb2 Rxb2 Qe5,Rxb2 Rxb2 Qe5 Rfb1 Qxh2+ Kf1 Bf4
intermediate-0480,mismatch,5,7,Bg6+ Ke6 Bf7+ Kd6 Qd8+,Bg6+ Ke6 Bf7+ Kd6 Qd8+ Kc6 Be8+
intermediate-0481,mismatch,2,11,Bc5 Bb8,Bc5 Bb8 Ke6 a6 Bxe4 a7 c5 Bd3 dxc5 a6+ Bxd6
intermediate-0482,mismatch,3,10,Bxf2+ Qxe5 Nxe5,Bxf2+ Qxe5 Nxe5 Bxf2+ Kh2 Bxe1 Nxf7+ Kf1 Kxf2 Qxe5
intermediate-0483,match,4,4,Rxc1 h3 Rxc1 Nf3+,Rxc1 h3 Rxc1 Nf3+
intermediate-0484,mismatch,10,17,Bxd4 exd4 Qa4+ b5 Ke7 Qxd4 Bxb5+ axb5 Qxb5+ Qd7,Bxd4 exd4 Qa4+ b5 Ke7 Qxd4 Bxb5+ axb5 Qxb5+ Qd7 Nxd5 Qxd5 Qxd5 Nxd5 Ra5 Qxd7+ Nxd5
intermediate-0485,match,6,6,Nxa3 Nc7 Bxa3 Nb5 Bc1 Nxc3,Nxa3 Nc7 Bxa3 Nb5 Bc1 Nxc3
intermediate-0486,match,3,3,Rxe6 fxe6 Qxg6+,Rxe6 fxe6 Qxg6+
intermediate-0487,match,6,6,Bxg6+ hxg6 Qxg6+ Kd8 Kf8 Qf7#,Bxg6+ hxg6 Qxg6+ Kd8 Kf8 Qf7#
intermediate-0488,mismatch,3,7,Nxe4 Rxc2 Qxc2,Nxe4 Rxc2 Qxc2+ fxe4 Qxc8+ Rxc8 Rxc8+
intermediate-0489,mismatch,1,9,Rxf4,Rxf4 exf3 Qxg6 hxg6 Rc1 fxe2+ Nxe2 gxf4 Qg3
intermediate-0490,mismatch,1,3,Nxd5,Nxd5 Bxe7 Nxe7
intermediate-0491,match,4,4,Rxd7 Bxd7 Qxd7 Qxf8#,Rxd7 Bxd7 Qxd7 Qxf8#
intermediate-0492,mismatch,1,3,Nf5,Nf5 gxf5 Qg5+
intermediate-0493,mismatch,7,13,Rxg4 Qxg4 Bh3 Qf3 Qh4 Be6+ Rf1,Rxg4 Qxg4 Bh3 Qf3 Qh4 Be6+ Rf1 Nxg3 Rxf3 Rxf3 Nxg3 Rxg3 Be6+
intermediate-0494,mismatch,1,26,e4,e4 Nxe5 dxe4 Qf7+ Kh8 Kh6 Bxf5+ Nxg6+ Nxb6 Nxb6 Qxb7+ hxg6 Qxg6+ Bxf5 Rc3 fxe4 Nxd7 Bxd7 Nxd7 Nxd7 Qxd7 Nxb6+ Nxd7 Bxd7 Qxd7 Nxb6
intermediate-0495,mismatch,1,10,Nxg6,Nxg6 Ng5+ hxg5 Nxg6 Qe8 Nxf8+ Kxg6 Bh5+ Kxh5 Ng3+
intermediate-0496,mismatch,11,15,Bxa3 Qxe2 Bxf8 Kxf8 Qxb6 Rxa3 Qxe2 Qxb6 Rab8 Qd6 Qxf1+,Bxa3 Qxe2 Bxf8 Kxf8 Qxb6 Rxa3 Qxe2 Qxb6 Rab8 Qd6 Qxf1+ Kxf1 Rb1+ Ke2 Rc2#
intermediate-0497,mismatch,5,13,Be6+ Nxe6 Qxe6+ Kh8 Qh3+,Be6+ Nxe6 Qxe6+ Kh8 Qh3+ Rxf6 Kg8 Rxf6 Bxf6 Qh7+ Re1 Kf8 Re1
intermediate-0498,mismatch,5,9,Rxf2 Rxf2 Kxf2 Qd2+ Be2,Rxf2 Rxf2 Kxf2 Qd2+ Be2 Bd4+ f5 Qf4 Bd4+
intermediate-0499,match,3,3,Qxg2+ Qxg2 Rxe2,Qxg2+ Qxg2 Rxe2
intermediate-0500,match,6,6,Rxf8+ Qxf8 Kxf8 Qb8+ Qe8 Qxe8#,Rxf8+ Qxf8 Kxf8 Qb8+ Qe8 Qxe8#
intermediate-0501,match,4,4,Rg2 Qe4 Qxg2 Qh5#,Rg2 Qe4 Qxg2 Qh5#
intermediate-0502,mismatch,3,12,Nxd4+ exd4 Rc2+,Nxd4+ exd4 Rc2+ Qxd4 Rxc8 Qxf4 Rhc1 Bd2 Rxc2 Qxc2+ Bd2 Qxb2
intermediate-0503,match,3,3,Rxh2+ Kxh2 Rh8+,Rxh2+ Kxh2 Rh8+
intermediate-0504,match,3,3,Qxg3+ Kxg3 Ne4+,Qxg3+ Kxg3 Ne4+
intermediate-0505,match,6,6,Nf5 Ree8 gxf5 Rg3+ Ng7 Qf6,Nf5 Ree8 gxf5 Rg3+ Ng7 Qf6
intermediate-0506,mismatch,1,3,Nxe5,Nxe5 fxe5 Qxe4+
intermediate-0507,match,6,6,f7+ Rxf7 Qd8+ Kh7 Rf8 Bxd5+,f7+ Rxf7 Qd8+ Kh7 Rf8 Bxd5+
intermediate-0508,match,8,8,Qa4+ Bxd5 Nxb3 Bxb3 Bxg2 Qd7 b5 Bxd5,Qa4+ Bxd5 Nxb3 Bxb3 Bxg2 Qd7 b5 Bxd5
intermediate-0509,match,4,4,Nxf6 Kf7 Rxd1 Nd5+,Nxf6 Kf7 Rxd1 Nd5+
intermediate-0510,mismatch,9,16,Rxd5 Qg1+ Rd1 Qe3 Qxe3+ Bxe3 Re1 Rxd5 Rxe3,Rxd5 Qg1+ Rd1 Qe3 Qxe3+ Bxe3 Re1 Rxd5 Rxe3 Rxd5 Qg1+ Kc2 Qd1 Qxd1+ Rxd1 Rxd1+
intermediate-0511,match,7,7,Rxa6+ bxa6 Qb6+ Ka8 Qxa6+ Ra7 Qxc8#,Rxa6+ bxa6 Qb6+ Ka8 Qxa6+ Ra7 Qxc8#
intermediate-0512,mismatch,2,4,Nxd4 Qxd4,Nxd4 Qxd4 Rd2 Bc5
intermediate-0513,match,6,6,Qh3+ Kg1 d2 Nxg6+ Qxd2 Rf1#,Qh3+ Kg1 d2 Nxg6+ Qxd2 Rf1#
intermediate-0514,mismatch,2,4,Rxf7 Kxf7,Rxf7 Kxf7 h6 Qc4+
intermediate-0515,mismatch,1,10,Nxf4,Nxf4 Qxf4 bxc4 Nd3 Kg3 Qh1+ Kg3 Qg1+ Kh4 g5+
intermediate-0516,mismatch,2,7,Rxa6 Rxa6,Rxa6 Rxa6 Rc8+ Nxb5 Nc7 cxb5 Qc8#
intermediate-0517,mismatch,3,10,Rxc4 Qxc4 Ne3,Rxc4 Qxc4 Ne3 Qf1 fxe3 Bxe3+ Kf1 Qf3+ Ke1 Qf2#
